time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16
0.67;videos/cuts_train/fall02.mp4;sitting;(208.84, 78.02);(211.54, 72.63);(207.34, 73.83);(226.51, 68.73);(226.51, 68.73);(247.18, 90.92);(220.52, 94.22);(253.47, 128.1);(219.32, 131.99);(226.51, 150.88);(207.64, 153.58);(248.98, 147.58);(224.72, 148.48);(207.64, 181.17);(197.46, 170.07);(244.78, 199.75);(240.29, 197.06)
0.7;videos/cuts_train/fall02.mp4;sitting;(208.52, 78.1);(211.52, 72.7);(207.03, 74.2);(226.18, 68.8);(226.48, 69.1);(247.14, 90.98);(219.6, 94.28);(253.42, 128.15);(219.0, 131.45);(226.48, 150.93);(206.13, 155.73);(247.74, 147.64);(223.79, 149.14);(207.63, 180.61);(196.85, 170.42);(244.44, 199.19);(239.95, 196.8)
0.73;videos/cuts_train/fall02.mp4;sitting;(208.21, 78.19);(211.21, 72.8);(206.12, 74.9);(225.87, 69.2);(226.17, 69.2);(246.22, 90.78);(220.19, 94.38);(253.71, 127.05);(219.29, 132.44);(225.57, 151.92);(205.22, 157.32);(247.72, 147.73);(224.97, 148.33);(207.61, 180.1);(197.74, 170.51);(244.43, 199.28);(239.04, 196.28)
0.77;videos/cuts_train/fall02.mp4;sitting;(207.73, 78.55);(210.42, 73.15);(205.64, 74.65);(225.68, 69.26);(225.68, 69.56);(245.42, 91.15);(220.59, 94.45);(252.6, 126.84);(219.4, 132.53);(225.68, 151.43);(205.34, 157.13);(247.21, 147.53);(224.78, 147.83);(207.73, 180.52);(197.86, 170.02);(244.22, 198.81);(240.33, 197.31)
0.8;videos/cuts_train/fall02.mp4;sitting;(207.14, 78.38);(210.14, 72.99);(204.75, 74.79);(225.09, 69.09);(225.39, 69.09);(244.84, 90.98);(220.31, 94.57);(251.72, 126.65);(219.71, 132.95);(225.39, 151.84);(205.05, 157.54);(248.43, 145.84);(225.09, 147.34);(207.44, 180.62);(197.57, 170.43);(244.54, 199.51);(239.16, 196.51)
0.83;videos/cuts_train/fall02.mp4;sitting;(206.57, 79.47);(209.26, 73.77);(204.78, 74.67);(223.93, 68.67);(224.23, 68.97);(243.68, 90.27);(220.34, 95.07);(251.76, 127.16);(219.44, 133.16);(224.83, 152.36);(206.57, 155.06);(248.77, 145.76);(226.32, 146.66);(207.77, 180.55);(197.59, 170.35);(244.58, 199.45);(238.89, 196.45)
0.87;videos/cuts_train/fall02.mp4;sitting;(206.12, 79.5);(208.51, 73.81);(203.72, 74.71);(222.87, 69.01);(223.17, 69.61);(242.91, 90.29);(219.88, 94.78);(250.68, 127.14);(218.68, 132.83);(224.06, 152.61);(206.12, 155.01);(247.99, 145.72);(225.26, 146.02);(207.61, 180.78);(197.74, 170.59);(245.0, 199.65);(238.72, 196.36)
0.9;videos/cuts_train/fall02.mp4;sitting;(204.94, 79.59);(207.04, 73.9);(202.54, 75.7);(222.62, 69.4);(222.62, 69.7);(241.8, 90.99);(219.32, 94.88);(249.89, 126.96);(219.02, 132.36);(224.42, 153.05);(206.74, 153.95);(245.99, 147.05);(224.42, 147.05);(207.94, 181.23);(198.05, 169.54);(244.49, 199.52);(240.9, 197.42)
0.93;videos/cuts_train/fall02.mp4;sitting;(203.8, 78.94);(206.5, 73.84);(201.4, 75.34);(221.51, 69.64);(221.81, 69.94);(241.31, 90.93);(219.1, 94.23);(249.11, 128.13);(219.1, 131.73);(223.31, 153.33);(205.3, 156.33);(246.11, 146.73);(223.91, 146.73);(207.7, 180.92);(198.1, 170.12);(244.61, 199.22);(241.91, 198.92)
0.97;videos/cuts_train/fall02.mp4;sitting;(203.39, 79.66);(205.48, 74.27);(200.99, 76.07);(220.48, 70.07);(220.78, 70.07);(241.18, 91.35);(217.18, 95.25);(248.98, 126.42);(218.68, 132.11);(222.88, 153.99);(205.18, 156.39);(246.28, 147.4);(223.78, 147.4);(207.58, 180.96);(198.29, 169.57);(244.78, 199.54);(242.08, 198.94)
1.0;videos/cuts_train/fall02.mp4;sitting;(202.77, 79.93);(204.57, 75.13);(200.37, 76.33);(219.26, 70.03);(219.26, 70.33);(240.56, 91.33);(218.36, 94.63);(248.65, 126.73);(219.56, 132.43);(222.56, 154.03);(205.47, 156.73);(246.55, 146.83);(226.46, 147.13);(207.27, 181.33);(198.27, 169.93);(244.76, 199.92);(241.46, 197.82)
1.03;videos/cuts_train/fall02.mp4;sitting;(201.61, 80.43);(204.01, 75.04);(199.82, 76.84);(218.08, 70.54);(218.08, 70.84);(238.74, 90.33);(217.78, 95.43);(247.12, 126.92);(219.28, 132.92);(222.27, 154.51);(204.91, 157.21);(247.42, 145.82);(227.66, 147.62);(207.3, 181.51);(197.72, 170.41);(244.72, 200.1);(241.43, 198.3)
1.07;videos/cuts_train/fall02.mp4;sitting;(200.84, 80.66);(202.64, 75.26);(199.05, 77.06);(217.03, 70.76);(216.73, 71.06);(237.41, 90.55);(218.82, 94.74);(246.7, 127.42);(218.82, 133.41);(221.82, 154.4);(205.04, 157.39);(247.89, 145.7);(227.52, 147.2);(207.14, 181.68);(197.55, 170.28);(244.9, 199.96);(241.0, 197.86)
1.1;videos/cuts_train/fall02.mp4;sitting;(199.24, 81.12);(201.64, 76.33);(197.44, 77.23);(216.61, 70.94);(216.91, 70.94);(236.38, 91.91);(218.11, 95.8);(244.76, 127.85);(219.61, 136.83);(222.0, 154.51);(204.63, 158.1);(248.06, 146.12);(229.79, 147.32);(207.33, 181.76);(197.44, 170.68);(244.76, 199.43);(240.87, 198.24)
1.13;videos/cuts_train/fall02.mp4;sitting;(198.48, 81.93);(200.58, 76.54);(196.08, 78.34);(214.98, 71.74);(214.98, 72.04);(235.68, 91.22);(216.18, 96.61);(245.28, 128.07);(218.88, 137.05);(221.58, 154.73);(204.78, 158.02);(248.59, 146.04);(228.48, 146.64);(206.58, 181.99);(196.98, 170.31);(245.28, 199.97);(240.78, 197.87)
1.17;videos/cuts_train/fall02.mp4;sitting;(197.02, 82.08);(198.82, 77.58);(194.62, 78.48);(212.89, 72.18);(212.89, 72.48);(232.95, 91.07);(216.78, 96.47);(243.73, 127.66);(219.78, 134.56);(221.27, 154.65);(204.21, 158.85);(248.22, 146.56);(228.76, 146.86);(206.0, 181.94);(197.02, 170.85);(245.53, 199.94);(240.14, 197.84)
1.2;videos/cuts_train/fall02.mp4;sitting;(196.2, 82.4);(197.7, 78.21);(193.8, 79.11);(211.8, 72.82);(211.8, 72.82);(231.31, 91.69);(215.1, 94.99);(242.71, 127.94);(218.1, 134.53);(222.3, 154.0);(203.7, 159.09);(247.51, 146.81);(226.5, 147.11);(206.1, 181.56);(196.8, 171.08);(246.01, 199.84);(238.21, 196.84)
1.23;videos/cuts_train/fall02.mp4;sitting;(194.62, 83.86);(195.82, 78.16);(191.93, 79.36);(210.21, 72.47);(210.81, 72.77);(229.69, 91.35);(214.11, 95.84);(241.09, 128.21);(218.9, 133.31);(221.9, 154.29);(204.82, 156.99);(247.98, 147.7);(229.1, 147.7);(205.42, 181.56);(197.92, 171.67);(245.58, 199.85);(239.59, 196.85)
1.27;videos/cuts_train/fall02.mp4;sitting;(193.44, 84.49);(194.64, 79.09);(190.74, 80.89);(208.12, 73.09);(208.42, 73.69);(228.8, 92.89);(213.82, 95.89);(240.19, 127.39);(217.41, 132.49);(221.61, 154.39);(205.12, 156.49);(245.88, 148.39);(226.1, 148.09);(205.72, 181.99);(197.33, 172.09);(245.88, 199.99);(238.69, 196.69)
1.3;videos/cuts_train/fall02.mp4;sitting;(191.93, 85.13);(193.13, 79.74);(189.83, 81.53);(207.21, 73.44);(207.81, 73.44);(227.89, 93.22);(212.61, 97.42);(238.67, 127.7);(217.4, 133.69);(220.4, 154.97);(205.11, 157.37);(246.17, 149.28);(229.39, 148.98);(205.11, 181.95);(197.02, 170.56);(246.17, 200.24);(238.97, 197.54)
1.33;videos/cuts_train/fall02.mp4;sitting;(189.93, 85.74);(191.43, 80.04);(188.14, 81.84);(205.21, 74.34);(205.51, 74.64);(226.18, 92.63);(212.7, 95.33);(237.56, 128.01);(216.29, 134.31);(220.19, 155.29);(203.41, 160.09);(245.95, 149.3);(227.97, 148.1);(204.91, 182.28);(197.12, 170.28);(245.95, 200.27);(239.95, 197.57)
1.37;videos/cuts_train/fall02.mp4;sitting;(188.89, 86.5);(190.39, 81.11);(186.5, 83.21);(203.56, 75.11);(204.46, 75.41);(224.21, 93.1);(211.04, 96.4);(235.58, 128.49);(216.13, 135.38);(219.12, 155.47);(203.26, 160.57);(244.86, 149.48);(229.9, 148.88);(205.06, 182.46);(196.98, 170.77);(246.36, 200.15);(239.47, 197.45)
1.4;videos/cuts_train/fall02.mp4;sitting;(187.24, 87.79);(188.14, 82.69);(185.15, 83.89);(201.34, 76.1);(201.64, 76.7);(222.03, 94.38);(210.34, 95.88);(234.33, 128.24);(216.03, 134.23);(217.83, 156.7);(204.04, 157.6);(244.52, 150.11);(243.32, 147.71);(204.94, 181.27);(196.84, 171.09);(245.12, 199.25);(237.63, 195.96)
1.43;videos/cuts_train/fall02.mp4;sitting;(185.41, 88.9);(186.01, 83.51);(183.31, 84.71);(198.91, 77.22);(199.51, 77.52);(219.9, 95.8);(207.3, 99.09);(233.39, 128.16);(215.1, 133.85);(217.2, 156.92);(203.4, 158.12);(242.98, 150.63);(237.29, 148.83);(204.3, 181.79);(203.4, 179.39);(246.28, 199.77);(237.29, 196.47)
1.47;videos/cuts_train/fall02.mp4;sitting;(183.92, 90.03);(184.52, 84.93);(182.12, 86.43);(196.81, 78.04);(198.01, 78.04);(217.51, 96.62);(206.71, 99.92);(231.3, 128.69);(213.91, 134.39);(216.91, 157.77);(203.41, 158.37);(243.3, 150.87);(239.1, 149.07);(204.61, 182.04);(204.01, 179.95);(245.4, 200.03);(237.9, 196.43)
1.5;videos/cuts_train/fall02.mp4;fall;(181.72, 90.37);(182.32, 86.47);(179.62, 87.07);(193.72, 80.48);(194.92, 80.18);(214.42, 95.77);(203.62, 100.86);(229.42, 128.44);(212.92, 133.54);(215.32, 157.82);(203.92, 157.82);(242.32, 149.13);(240.82, 145.83);(204.22, 183.6);(203.92, 179.1);(244.42, 199.19);(236.92, 198.29)
1.53;videos/cuts_train/fall02.mp4;fall;(179.5, 93.05);(179.8, 87.96);(177.4, 88.56);(191.19, 81.97);(191.49, 81.67);(212.76, 96.65);(202.27, 99.04);(227.45, 131.39);(212.76, 132.58);(214.26, 158.94);(201.38, 160.74);(240.04, 150.25);(245.43, 143.67);(204.67, 184.1);(203.17, 180.2);(245.13, 199.37);(238.24, 196.08)
1.57;videos/cuts_train/fall02.mp4;fall;(176.89, 94.19);(176.6, 89.4);(174.8, 90.9);(186.48, 84.0);(190.07, 82.81);(210.73, 97.79);(199.65, 101.68);(224.5, 131.65);(211.33, 134.05);(210.73, 158.92);(202.05, 159.22);(238.58, 149.93);(243.07, 143.94);(204.14, 184.09);(202.35, 178.7);(243.37, 198.47);(284.69, 164.31)
1.6;videos/cuts_train/fall02.mp4;fall;(174.21, 95.11);(174.21, 91.22);(171.82, 91.82);(184.4, 85.82);(190.99, 83.43);(205.67, 97.81);(197.28, 102.0);(221.24, 131.97);(210.46, 135.27);(208.06, 161.33);(202.07, 159.54);(236.22, 150.85);(244.61, 142.76);(202.37, 184.71);(201.47, 179.61);(242.81, 198.79);(238.32, 195.79)
1.63;videos/cuts_train/fall02.mp4;fall;(173.71, 97.85);(173.11, 93.65);(171.32, 94.25);(182.09, 86.76);(188.68, 85.26);(202.75, 99.95);(195.86, 102.04);(217.71, 135.62);(209.33, 137.42);(203.35, 160.8);(199.45, 160.5);(237.47, 151.51);(241.96, 144.01);(201.55, 185.68);(201.25, 180.28);(242.26, 198.57);(237.17, 195.57)
1.67;videos/cuts_train/fall02.mp4;fall;(170.54, 98.79);(170.24, 94.3);(168.45, 95.49);(180.13, 87.11);(184.32, 85.01);(197.5, 101.19);(194.21, 100.89);(216.68, 136.23);(207.39, 136.53);(205.29, 165.58);(199.9, 160.49);(232.85, 153.0);(243.94, 152.1);(199.6, 186.85);(199.6, 179.06);(242.14, 198.53);(238.54, 197.93)
1.7;videos/cuts_train/fall02.mp4;fall;(166.65, 99.98);(166.65, 95.79);(164.25, 96.39);(176.23, 90.4);(181.02, 88.0);(193.0, 101.18);(198.68, 95.49);(211.56, 137.73);(207.37, 141.62);(201.68, 167.09);(197.49, 161.7);(232.22, 152.71);(242.1, 152.71);(197.79, 187.16);(197.49, 183.86);(240.3, 198.24);(240.3, 198.54)
1.73;videos/cuts_train/fall02.mp4;fall;(164.29, 101.93);(164.29, 97.43);(162.19, 97.73);(174.49, 91.74);(177.79, 90.24);(191.29, 104.92);(198.49, 98.33);(208.09, 140.28);(207.49, 140.88);(198.19, 168.45);(197.59, 160.36);(229.09, 153.76);(242.29, 152.86);(196.09, 188.22);(207.79, 181.63);(240.49, 198.41);(238.99, 198.11)
1.77;videos/cuts_train/fall02.mp4;fall;(159.96, 103.31);(159.96, 98.82);(158.16, 99.42);(168.35, 94.32);(176.15, 92.23);(186.35, 106.01);(194.45, 100.02);(202.24, 141.97);(203.74, 140.47);(193.85, 168.04);(213.94, 165.94);(228.33, 153.65);(239.13, 151.26);(193.85, 189.31);(204.34, 179.72);(240.03, 197.7);(237.63, 196.5)
1.8;videos/cuts_train/fall02.mp4;fall;(157.64, 106.56);(157.34, 102.06);(155.54, 102.96);(167.52, 96.97);(172.01, 95.17);(183.99, 108.66);(194.17, 103.86);(196.87, 147.61);(198.07, 143.71);(187.89, 166.18);(188.78, 161.99);(224.72, 156.0);(235.8, 151.8);(192.38, 190.45);(203.16, 173.68);(239.69, 196.45);(243.89, 201.24)
1.83;videos/cuts_train/fall02.mp4;fall;(154.52, 108.17);(154.22, 104.57);(153.32, 105.77);(163.52, 99.17);(169.82, 97.08);(180.01, 112.66);(186.31, 107.27);(189.61, 151.33);(192.31, 146.23);(181.51, 169.01);(183.01, 162.71);(225.0, 153.42);(227.4, 148.63);(191.41, 191.79);(181.21, 169.31);(239.7, 196.58);(239.1, 196.28)
1.87;videos/cuts_train/fall02.mp4;fall;(151.14, 111.98);(150.24, 107.49);(148.14, 108.69);(159.54, 103.29);(168.24, 99.99);(176.34, 117.38);(185.03, 110.79);(178.13, 156.38);(184.13, 149.78);(166.74, 190.57);(168.54, 186.97);(225.53, 156.38);(230.63, 150.38);(190.13, 194.17);(198.23, 174.07);(237.83, 196.87);(236.93, 195.67)
1.9;videos/cuts_train/fall02.mp4;fall;(148.2, 116.3);(147.6, 112.41);(146.4, 112.41);(153.89, 108.22);(164.97, 103.72);(172.16, 122.89);(178.75, 114.8);(170.97, 164.81);(171.26, 160.02);(158.08, 192.37);(158.68, 191.47);(224.89, 156.43);(225.79, 148.04);(190.14, 195.36);(196.13, 174.4);(237.17, 197.16);(236.27, 195.96)
1.93;videos/cuts_train/fall02.mp4;fall;(146.88, 117.82);(147.18, 113.63);(144.79, 114.83);(150.78, 113.33);(160.98, 107.04);(166.97, 125.01);(172.97, 117.82);(161.28, 171.72);(161.28, 171.42);(147.48, 199.56);(195.46, 170.22);(219.74, 161.54);(223.04, 150.16);(188.86, 197.47);(194.86, 177.11);(235.33, 195.67);(215.24, 183.69)
1.97;videos/cuts_train/fall02.mp4;fall;(138.68, 125.11);(137.78, 120.92);(138.08, 118.53);(144.97, 118.53);(157.57, 112.84);(160.26, 131.4);(169.56, 123.02);(153.37, 174.49);(155.47, 172.7);(135.68, 205.92);(196.24, 176.29);(215.12, 168.81);(223.22, 153.84);(188.14, 199.63);(192.04, 182.87);(232.21, 199.33);(235.21, 193.35)
2.0;videos/cuts_train/fall02.mp4;fall;(132.13, 132.9);(132.13, 128.41);(130.93, 128.71);(140.23, 125.42);(149.53, 120.33);(154.02, 137.39);(164.22, 130.21);(147.13, 180.19);(147.43, 180.49);(127.33, 213.11);(202.61, 152.66);(206.81, 176.9);(218.81, 158.64);(187.62, 199.94);(190.02, 194.55);(232.0, 198.15);(233.2, 196.35)
2.03;videos/cuts_train/fall02.mp4;fall;(125.92, 138.24);(125.62, 133.75);(126.22, 129.85);(131.01, 133.15);(145.1, 124.16);(150.49, 141.54);(157.68, 134.95);(137.61, 188.57);(141.2, 187.67);(119.33, 223.32);(135.81, 201.75);(208.93, 179.28);(217.32, 161.31);(187.65, 199.95);(187.35, 198.16);(119.33, 223.62);(219.71, 202.05)
2.1;videos/cuts_train/fall02.mp4;fall;(115.54, 169.0);(113.44, 165.71);(99.65, 169.0);(115.83, 154.34);(132.62, 142.97);(134.12, 157.33);(144.02, 149.25);(131.72, 197.12);(148.21, 189.94);(119.73, 224.35);(137.72, 210.29);(198.28, 183.36);(204.88, 168.4);(188.99, 207.89);(188.39, 207.29);(119.13, 224.95);(211.47, 208.19)
2.13;videos/cuts_train/fall02.mp4;fall;(116.86, 173.61);(105.18, 143.97);(105.18, 143.97);(111.77, 156.25);(120.46, 150.26);(127.95, 161.34);(141.43, 151.75);(130.35, 202.66);(143.83, 194.57);(120.76, 224.82);(137.24, 211.34);(189.98, 186.19);(198.37, 173.91);(186.98, 208.65);(184.88, 209.55);(120.46, 225.42);(207.06, 210.14)
2.17;videos/cuts_train/fall02.mp4;fall;(116.77, 143.91);(116.77, 143.01);(114.68, 143.01);(103.64, 144.51);(111.1, 143.91);(101.56, 153.5);(112.59, 152.9);(95.29, 164.6);(115.57, 164.3);(97.98, 173.9);(116.77, 174.49);(104.24, 175.09);(113.78, 174.79);(95.59, 164.9);(107.22, 163.7);(93.5, 171.8);(106.63, 173.3)
2.23;videos/cuts_train/fall02.mp4;fall;(101.61, 187.38);(101.61, 187.98);(101.61, 148.2);(101.61, 179.9);(113.59, 161.66);(111.2, 173.92);(131.27, 159.86);(126.17, 210.41);(139.05, 199.94);(118.69, 226.86);(225.61, 202.93);(179.79, 215.49);(191.17, 190.97);(125.57, 210.41);(197.76, 186.18);(118.69, 225.66);(225.91, 203.23)
2.27;videos/cuts_train/fall02.mp4;fall;(93.38, 181.81);(93.38, 181.52);(93.38, 180.62);(93.38, 180.02);(100.88, 171.65);(106.27, 185.7);(128.16, 161.18);(123.37, 213.82);(117.67, 171.65);(120.07, 207.54);(222.93, 201.85);(176.45, 218.01);(186.94, 190.49);(189.64, 201.55);(195.04, 185.1);(123.07, 215.01);(225.33, 203.65)
2.3;videos/cuts_train/fall02.mp4;fallen;(89.08, 178.64);(89.08, 175.94);(89.08, 172.05);(89.08, 176.54);(95.98, 173.25);(100.78, 192.41);(121.48, 166.36);(121.48, 216.06);(195.87, 186.12);(119.38, 223.25);(226.17, 203.79);(177.57, 220.25);(185.37, 191.21);(189.27, 201.39);(194.37, 185.22);(119.08, 218.76);(226.17, 204.09)
2.33;videos/cuts_train/fall02.mp4;fallen;(81.4, 184.85);(87.7, 178.27);(81.4, 178.27);(88.0, 186.05);(91.6, 177.97);(95.2, 196.81);(121.0, 167.5);(118.3, 224.33);(120.7, 160.92);(213.1, 217.45);(227.2, 203.09);(175.6, 220.14);(181.3, 192.63);(185.2, 200.7);(192.4, 184.25);(214.0, 217.45);(227.2, 202.79)
2.37;videos/cuts_train/fall02.mp4;fallen;(82.07, 192.68);(88.36, 192.38);(82.07, 192.08);(82.07, 183.41);(90.46, 183.41);(91.36, 204.94);(115.63, 170.25);(119.23, 228.27);(193.24, 181.91);(121.33, 228.87);(226.5, 202.25);(173.77, 222.29);(176.46, 193.58);(179.46, 197.17);(192.94, 181.91);(214.52, 215.41);(228.6, 203.75)
2.4;videos/cuts_train/fall02.mp4;fallen;(98.77, 227.83);(106.88, 227.23);(108.38, 228.72);(90.37, 222.15);(111.38, 225.73);(93.37, 209.0);(110.18, 175.52);(92.77, 212.88);(173.19, 226.93);(179.49, 213.78);(178.59, 190.77);(164.79, 225.73);(161.19, 224.84);(194.5, 180.01);(191.2, 180.9);(215.5, 212.58);(228.71, 203.02)
2.43;videos/cuts_train/fall02.mp4;fallen;(85.35, 225.73);(113.85, 232.62);(176.54, 230.22);(86.55, 226.03);(180.14, 227.83);(78.75, 232.32);(105.75, 180.53);(90.15, 220.94);(191.24, 177.53);(225.14, 199.69);(226.34, 199.99);(102.75, 181.72);(170.54, 196.09);(104.85, 178.43);(188.84, 177.83);(215.54, 211.36);(226.64, 199.99)
2.47;videos/cuts_train/fall02.mp4;fallen;(169.29, 236.36);(93.51, 236.36);(169.29, 236.36);(85.72, 227.98);(175.28, 227.68);(79.13, 236.36);(102.79, 181.29);(89.01, 228.88);(184.57, 173.81);(174.68, 228.88);(172.89, 233.07);(160.61, 198.95);(164.2, 196.55);(184.27, 174.4);(186.07, 174.4);(217.82, 211.22);(227.1, 199.25)
2.5;videos/cuts_train/fall02.mp4;fallen;(146.05, 203.87);(153.84, 202.97);(171.5, 236.45);(170.0, 236.45);(165.21, 222.1);(146.05, 236.45);(173.0, 200.58);(174.49, 175.17);(175.09, 228.68);(172.1, 233.46);(172.4, 236.45);(165.51, 196.99);(146.05, 201.47);(176.59, 173.97);(179.88, 201.47);(173.3, 232.86);(222.7, 194.6)
2.53;videos/cuts_train/fall02.mp4;fallen;(176.65, 226.53);(131.71, 239.7);(126.31, 239.7);(73.28, 233.12);(174.56, 230.72);(92.45, 201.39);(90.06, 192.72);(81.37, 225.34);(174.86, 231.02);(210.51, 209.77);(174.86, 233.12);(159.57, 199.3);(90.36, 196.01);(173.96, 171.17);(179.35, 169.97);(221.3, 192.42);(221.3, 192.12)
2.57;videos/cuts_train/fall02.mp4;fallen;(155.61, 183.53);(171.79, 237.17);(171.79, 237.17);(170.89, 237.17);(171.79, 237.17);(144.22, 237.17);(144.22, 237.17);(170.29, 167.95);(171.79, 166.45);(171.79, 237.17);(215.24, 187.43);(161.3, 196.12);(144.22, 207.51);(171.79, 168.25);(176.59, 198.82);(172.09, 234.17);(215.84, 188.03)
2.6;videos/cuts_train/fall02.mp4;fallen;(176.61, 229.25);(67.2, 237.03);(67.2, 237.03);(67.2, 229.54);(173.62, 227.45);(82.19, 202.59);(153.53, 216.97);(82.49, 194.21);(173.02, 230.44);(172.12, 216.37);(172.42, 216.37);(151.13, 199.3);(154.43, 202.59);(169.72, 165.76);(170.92, 165.76);(212.59, 187.02);(215.88, 210.68)
2.63;videos/cuts_train/fall02.mp4;fallen;(153.48, 180.84);(173.83, 234.07);(173.24, 234.07);(177.73, 225.1);(177.73, 224.2);(141.21, 234.07);(141.21, 234.07);(173.83, 228.69);(174.13, 228.99);(172.94, 230.19);(173.24, 234.07);(156.48, 198.78);(157.67, 200.28);(165.16, 165.29);(166.05, 165.29);(173.24, 230.19);(210.35, 188.32)
2.67;videos/cuts_train/fall02.mp4;fallen;(153.55, 184.01);(172.74, 233.97);(172.44, 233.97);(176.04, 224.69);(175.74, 224.99);(136.15, 233.97);(144.85, 218.41);(172.44, 233.97);(172.44, 233.97);(171.84, 233.97);(172.74, 223.79);(157.15, 201.96);(156.55, 202.86);(162.24, 164.87);(162.54, 163.67);(172.14, 233.97);(206.03, 190.59)
2.7;videos/cuts_train/fall02.mp4;fallen;(151.11, 187.24);(173.91, 233.06);(173.61, 233.06);(176.61, 224.68);(176.91, 224.38);(135.51, 233.06);(145.11, 224.08);(159.81, 162.37);(160.71, 162.37);(172.11, 233.06);(171.51, 224.38);(155.91, 202.21);(154.71, 204.91);(160.71, 163.87);(161.31, 163.87);(213.21, 217.79);(213.21, 219.58)
2.73;videos/cuts_train/fall02.mp4;fallen;(151.89, 187.11);(139.01, 157.77);(153.99, 198.49);(152.79, 157.77);(163.28, 157.77);(156.69, 164.35);(168.97, 167.35);(166.87, 203.88);(183.35, 183.22);(196.84, 196.39);(196.84, 196.39);(172.27, 205.67);(157.29, 205.67);(174.96, 208.67);(175.26, 209.86);(212.72, 216.75);(198.03, 196.69)
2.77;videos/cuts_train/fall02.mp4;fallen;(153.36, 196.25);(144.39, 158.48);(152.16, 195.65);(150.07, 158.78);(161.14, 158.48);(155.16, 166.57);(166.52, 168.07);(152.16, 190.26);(178.48, 184.86);(151.87, 196.25);(172.2, 230.73);(169.51, 205.54);(170.11, 206.14);(170.41, 173.77);(170.71, 173.47);(195.53, 202.85);(207.5, 216.04)
3.13;videos/cuts_train/fall02.mp4;fallen;(175.96, 226.5);(156.82, 200.42);(153.82, 199.82);(182.24, 214.81);(168.48, 178.24);(139.76, 235.49);(172.67, 179.74);(158.61, 168.65);(158.61, 168.95);(153.82, 198.02);(155.92, 196.82);(150.53, 202.82);(169.98, 216.01);(159.81, 170.75);(174.17, 180.94);(171.77, 235.49);(191.82, 212.11)
3.23;videos/cuts_train/fall02.mp4;fallen;(223.48, 207.11);(223.78, 207.41);(224.09, 207.11);(222.28, 209.5);(169.48, 179.27);(158.97, 168.79);(133.17, 214.29);(159.27, 166.39);(159.27, 166.39);(153.87, 198.13);(172.78, 231.66);(150.87, 203.52);(167.38, 213.1);(159.57, 170.88);(173.08, 180.16);(171.88, 231.66);(192.58, 211.9)
3.4;videos/cuts_train/fall02.mp4;fallen;(54.18, 220.98);(196.6, 217.98);(47.29, 224.57);(172.62, 229.36);(172.92, 232.06);(155.53, 234.16);(44.59, 231.46);(160.32, 169.15);(160.32, 170.35);(159.12, 194.01);(70.07, 220.38);(92.86, 236.85);(94.36, 228.47);(161.52, 170.35);(160.92, 170.65);(193.3, 211.39);(193.6, 211.39)
0.0;videos/cuts_train/fall03.mp4;walk;(196.42, 61.82);(198.22, 58.83);(194.03, 60.02);(204.49, 57.93);(192.54, 61.52);(215.54, 72.9);(191.64, 75.3);(223.61, 89.98);(187.16, 92.67);(226.0, 107.95);(191.05, 86.08);(213.75, 108.25);(198.51, 109.74);(214.65, 136.1);(203.89, 137.6);(215.84, 163.05);(210.17, 159.76)
0.03;videos/cuts_train/fall03.mp4;walk;(196.5, 61.7);(198.0, 59.01);(194.11, 59.91);(204.29, 57.81);(192.61, 61.7);(214.77, 73.08);(191.71, 75.47);(223.16, 90.44);(186.92, 92.54);(225.85, 108.11);(192.01, 86.25);(213.27, 108.11);(198.0, 109.9);(213.27, 136.55);(203.39, 137.14);(213.87, 163.49);(209.68, 160.2)
0.07;videos/cuts_train/fall03.mp4;walk;(196.34, 61.71);(198.14, 59.02);(193.94, 59.62);(204.14, 57.82);(192.14, 61.41);(214.94, 72.8);(191.24, 75.49);(223.04, 90.47);(187.04, 92.56);(225.44, 108.74);(191.54, 86.57);(212.84, 108.74);(197.84, 110.24);(212.54, 136.59);(202.64, 137.19);(212.84, 163.85);(208.94, 160.26)
0.1;videos/cuts_train/fall03.mp4;walk;(196.37, 61.38);(198.16, 58.38);(193.98, 59.58);(204.43, 57.78);(192.19, 60.48);(214.87, 73.06);(191.59, 75.46);(223.53, 90.74);(186.52, 92.54);(225.32, 108.72);(191.0, 86.55);(212.19, 109.32);(197.56, 110.82);(211.59, 137.19);(202.93, 138.09);(211.89, 165.36);(209.2, 159.96)
0.13;videos/cuts_train/fall03.mp4;walk;(196.12, 60.49);(197.91, 58.1);(194.33, 59.3);(203.87, 57.8);(192.24, 60.49);(214.91, 73.38);(191.34, 75.78);(223.26, 91.06);(185.68, 92.56);(224.45, 110.53);(188.96, 89.56);(211.63, 111.13);(197.01, 111.13);(210.43, 137.8);(202.08, 138.7);(211.03, 166.57);(208.64, 159.68)
0.17;videos/cuts_train/fall03.mp4;walk;(196.22, 60.56);(198.02, 57.56);(194.13, 59.06);(204.3, 57.56);(192.64, 60.26);(214.46, 73.14);(191.74, 75.54);(222.83, 91.11);(186.06, 91.71);(224.03, 110.88);(188.45, 90.51);(211.47, 109.98);(197.12, 111.48);(209.68, 138.14);(202.2, 139.04);(209.98, 166.0);(208.48, 159.71)
