time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16
1.4;videos/cuts_train/fall03.mp4;walk;(186.2, 47.0);(188.3, 42.8);(182.61, 44.6);(193.99, 43.7);(179.31, 47.3);(205.97, 64.68);(175.12, 65.88);(213.76, 88.35);(167.03, 88.05);(217.06, 111.72);(160.14, 108.13);(202.68, 112.02);(182.91, 113.82);(204.48, 143.78);(187.4, 147.38);(204.78, 175.54);(194.29, 178.24)
1.43;videos/cuts_train/fall03.mp4;walk;(185.74, 46.66);(187.84, 42.17);(182.44, 43.97);(194.44, 42.47);(179.44, 46.66);(206.44, 64.64);(175.24, 65.24);(213.94, 88.01);(165.94, 87.41);(216.64, 112.27);(159.63, 106.28);(202.84, 112.57);(182.74, 112.87);(204.34, 144.63);(187.54, 147.62);(203.14, 176.38);(194.74, 176.98)
1.47;videos/cuts_train/fall03.mp4;walk;(185.63, 45.62);(188.02, 42.32);(182.04, 42.92);(194.31, 42.62);(179.04, 45.92);(205.69, 63.89);(174.55, 65.39);(213.78, 86.96);(165.57, 86.66);(216.47, 110.93);(158.98, 104.64);(202.1, 110.93);(182.34, 112.43);(203.6, 145.68);(187.13, 147.78);(202.4, 177.73);(194.31, 177.73)
1.5;videos/cuts_train/fall03.mp4;walk;(185.74, 45.59);(188.13, 41.39);(182.15, 43.19);(194.11, 42.89);(179.16, 45.89);(205.47, 64.49);(173.77, 65.09);(213.84, 86.69);(164.8, 85.79);(215.94, 110.09);(157.33, 103.79);(201.88, 112.79);(182.15, 113.39);(202.48, 146.09);(186.93, 148.79);(201.58, 179.69);(193.51, 178.19)
1.53;videos/cuts_train/fall03.mp4;walk;(185.76, 45.41);(188.15, 41.21);(182.17, 43.01);(194.14, 42.71);(179.17, 45.71);(205.21, 64.6);(173.49, 64.6);(213.59, 87.69);(164.51, 85.29);(215.69, 109.58);(157.03, 103.28);(201.32, 112.88);(181.87, 114.38);(201.32, 147.37);(186.66, 148.87);(200.12, 181.25);(193.24, 177.66)
1.57;videos/cuts_train/fall03.mp4;walk;(185.46, 45.2);(188.15, 41.01);(182.17, 42.51);(194.13, 42.51);(179.18, 45.5);(205.18, 64.38);(173.21, 64.68);(213.55, 87.75);(163.65, 85.65);(215.64, 110.52);(156.77, 103.63);(201.0, 113.52);(181.58, 113.82);(199.8, 147.38);(186.36, 149.78);(199.21, 183.64);(193.23, 177.34)
1.6;videos/cuts_train/fall03.mp4;walk;(185.77, 45.09);(188.47, 40.9);(181.88, 42.39);(194.15, 42.69);(178.59, 45.09);(205.22, 64.58);(173.21, 64.58);(213.9, 88.27);(163.63, 85.87);(215.69, 111.36);(157.05, 102.36);(200.43, 113.75);(180.99, 114.05);(199.24, 147.94);(186.37, 149.43);(198.94, 185.11);(193.25, 176.42)
1.63;videos/cuts_train/fall03.mp4;walk;(185.66, 44.59);(188.35, 40.69);(182.07, 42.19);(194.63, 42.19);(179.08, 44.89);(205.39, 64.67);(173.1, 64.67);(214.36, 88.64);(163.83, 85.95);(215.86, 111.72);(157.25, 103.93);(200.61, 114.42);(180.57, 114.42);(198.51, 148.58);(186.25, 149.48);(198.51, 186.64);(193.73, 176.75)
1.67;videos/cuts_train/fall03.mp4;walk;(186.15, 43.84);(188.55, 40.55);(182.56, 41.74);(194.83, 41.15);(179.27, 43.84);(205.61, 64.53);(173.29, 64.53);(214.29, 87.61);(164.61, 84.61);(216.08, 112.19);(157.73, 103.8);(199.92, 115.19);(180.17, 115.19);(198.13, 149.36);(186.45, 150.26);(198.42, 188.03);(193.64, 177.54)
1.7;videos/cuts_train/fall03.mp4;walk;(185.87, 43.01);(188.87, 39.71);(182.27, 40.61);(195.17, 40.91);(179.57, 43.31);(205.96, 64.3);(173.57, 64.3);(214.66, 89.48);(164.28, 85.88);(216.16, 114.66);(157.98, 105.37);(199.96, 114.96);(179.87, 115.26);(197.86, 150.04);(186.17, 150.64);(198.76, 190.81);(193.07, 177.32)
1.73;videos/cuts_train/fall03.mp4;walk;(186.63, 42.34);(189.93, 39.05);(183.33, 39.65);(195.93, 40.24);(180.33, 42.64);(206.43, 64.22);(173.73, 64.22);(214.53, 89.99);(165.02, 85.8);(216.03, 115.77);(159.02, 105.28);(199.53, 114.87);(179.73, 114.57);(198.63, 149.63);(186.33, 150.23);(198.33, 188.29);(192.93, 177.2)
1.77;videos/cuts_train/fall03.mp4;walk;(186.95, 42.07);(190.25, 38.17);(183.65, 38.77);(196.85, 39.97);(180.65, 42.07);(207.04, 64.25);(173.46, 63.95);(214.84, 90.62);(165.06, 86.42);(216.63, 117.9);(159.67, 106.21);(199.24, 114.9);(179.46, 114.6);(198.34, 149.67);(185.15, 149.97);(198.04, 188.33);(192.05, 176.04)
1.8;videos/cuts_train/fall03.mp4;walk;(187.4, 40.27);(190.7, 36.68);(184.41, 37.58);(197.28, 39.08);(181.12, 40.27);(206.85, 62.74);(174.24, 62.74);(214.64, 90.9);(166.16, 85.21);(216.73, 117.56);(160.47, 107.08);(199.67, 114.57);(179.03, 114.27);(199.37, 149.92);(184.71, 149.92);(197.58, 188.86);(191.59, 175.98)
1.83;videos/cuts_train/fall03.mp4;walk;(188.46, 39.3);(191.76, 35.7);(185.17, 36.6);(198.35, 38.4);(182.17, 39.3);(207.64, 62.09);(174.38, 61.49);(215.13, 89.98);(166.29, 85.78);(217.52, 116.37);(161.8, 108.58);(200.44, 114.57);(180.07, 114.87);(199.55, 150.86);(183.97, 149.06);(198.35, 191.05);(191.46, 176.35)
1.87;videos/cuts_train/fall03.mp4;walk;(188.93, 37.66);(192.52, 34.36);(185.63, 34.96);(199.4, 36.76);(182.04, 37.66);(208.37, 61.94);(174.56, 60.74);(215.55, 89.81);(166.49, 85.62);(217.94, 116.19);(162.3, 109.3);(200.59, 114.99);(179.95, 114.99);(201.19, 151.56);(182.04, 149.47);(198.5, 190.83);(190.72, 176.74)
1.9;videos/cuts_train/fall03.mp4;walk;(189.43, 37.7);(193.02, 34.1);(186.74, 34.4);(199.59, 35.6);(182.55, 36.2);(208.86, 61.36);(174.18, 61.06);(216.04, 88.92);(166.11, 85.63);(219.03, 115.28);(163.12, 110.49);(200.79, 114.98);(179.26, 115.28);(201.69, 152.73);(179.86, 152.73);(197.5, 191.37);(189.73, 176.09)
1.93;videos/cuts_train/fall03.mp4;walk;(190.14, 37.01);(193.73, 33.71);(187.14, 33.71);(200.32, 34.91);(183.25, 34.91);(208.71, 60.4);(174.56, 60.4);(216.79, 88.59);(166.78, 86.19);(220.39, 114.68);(164.08, 110.48);(201.52, 114.98);(179.65, 116.78);(201.52, 153.67);(179.36, 151.57);(197.32, 190.86);(188.04, 174.06)
1.97;videos/cuts_train/fall03.mp4;walk;(190.94, 35.82);(194.83, 32.52);(187.94, 32.52);(201.11, 34.02);(183.75, 33.72);(209.19, 59.79);(174.78, 59.79);(217.27, 87.35);(167.0, 85.25);(221.46, 114.32);(164.01, 110.42);(201.41, 117.31);(179.57, 117.31);(201.11, 154.47);(178.67, 151.17);(197.82, 191.02);(187.35, 174.54)
2.0;videos/cuts_train/fall03.mp4;walk;(191.41, 35.1);(195.61, 32.11);(188.41, 32.11);(201.01, 33.61);(183.91, 33.31);(209.41, 59.07);(175.21, 59.37);(218.11, 86.62);(167.1, 86.02);(222.61, 113.28);(164.4, 110.88);(201.91, 116.87);(179.11, 116.87);(201.61, 154.02);(177.91, 150.72);(197.41, 190.56);(185.71, 175.28)
2.03;videos/cuts_train/fall03.mp4;walk;(191.97, 34.46);(195.86, 31.16);(188.97, 31.16);(201.56, 32.96);(184.47, 32.66);(210.25, 58.72);(175.18, 59.02);(218.95, 85.99);(167.68, 85.99);(223.75, 110.85);(164.68, 110.85);(202.16, 117.14);(179.67, 117.14);(201.86, 154.89);(178.47, 151.59);(196.76, 189.64);(184.77, 178.86)
2.07;videos/cuts_train/fall03.mp4;walk;(191.5, 33.79);(195.4, 30.2);(188.5, 30.2);(201.4, 32.0);(184.6, 31.7);(210.1, 58.09);(175.0, 58.69);(220.0, 85.08);(167.8, 85.98);(224.8, 109.97);(162.7, 110.87);(202.9, 117.17);(179.5, 116.87);(201.4, 155.25);(178.6, 151.96);(196.9, 190.04);(183.7, 182.85)
2.1;videos/cuts_train/fall03.mp4;walk;(191.21, 33.2);(195.4, 29.9);(188.51, 29.6);(201.08, 31.4);(183.72, 31.1);(210.36, 57.8);(174.75, 58.1);(220.53, 85.1);(168.16, 85.4);(225.62, 109.7);(164.87, 110.0);(202.28, 117.2);(179.24, 116.9);(201.08, 155.3);(178.64, 154.1);(197.19, 191.0);(183.13, 188.0)
2.13;videos/cuts_train/fall03.mp4;walk;(191.43, 31.73);(195.33, 28.73);(188.74, 28.43);(201.32, 31.13);(183.94, 31.13);(210.9, 57.81);(174.96, 58.11);(220.49, 83.9);(168.66, 85.4);(226.78, 109.39);(162.67, 111.19);(202.82, 117.49);(178.85, 117.49);(200.72, 157.67);(178.55, 154.97);(196.82, 190.95);(181.85, 190.05)
2.17;videos/cuts_train/fall03.mp4;walk;(191.24, 31.7);(194.54, 28.7);(187.95, 28.4);(200.53, 31.4);(183.75, 31.1);(211.02, 56.58);(174.76, 57.17);(220.91, 83.55);(168.47, 84.15);(227.2, 108.43);(162.48, 111.73);(202.93, 118.02);(178.96, 117.72);(201.43, 156.68);(178.66, 156.68);(196.94, 191.45);(181.35, 194.45)
2.2;videos/cuts_train/fall03.mp4;walk;(190.57, 31.54);(194.46, 28.24);(187.28, 27.94);(200.14, 30.94);(182.79, 30.94);(210.91, 56.14);(174.71, 56.74);(221.38, 81.63);(168.13, 84.33);(227.67, 107.72);(162.74, 111.92);(203.13, 115.52);(178.9, 115.52);(201.04, 157.21);(178.3, 156.61);(196.85, 192.0);(180.69, 196.2)
2.23;videos/cuts_train/fall03.mp4;walk;(190.03, 31.8);(193.93, 27.9);(187.03, 27.9);(200.23, 30.0);(182.23, 30.3);(210.43, 55.77);(174.14, 57.57);(221.82, 83.04);(167.84, 84.24);(228.12, 108.22);(164.24, 110.61);(202.93, 116.01);(178.34, 116.01);(201.43, 157.66);(178.34, 155.86);(196.93, 191.82);(180.43, 198.42)
2.27;videos/cuts_train/fall03.mp4;walk;(189.94, 31.72);(193.54, 27.53);(186.04, 27.83);(199.54, 29.63);(181.84, 29.93);(210.34, 55.7);(174.03, 56.6);(221.75, 81.47);(167.43, 84.47);(227.75, 106.35);(163.23, 110.54);(203.14, 116.83);(177.94, 116.54);(201.94, 157.29);(179.14, 157.29);(197.14, 191.16);(180.64, 200.75)
2.3;videos/cuts_train/fall03.mp4;walk;(189.12, 30.52);(193.02, 26.93);(185.52, 27.23);(199.32, 29.93);(180.72, 29.93);(210.41, 55.7);(172.92, 56.6);(221.81, 81.77);(166.63, 85.06);(227.51, 107.24);(162.73, 110.84);(203.22, 117.13);(178.02, 117.13);(201.72, 157.89);(179.52, 158.18);(196.92, 191.15);(180.42, 202.54)
2.33;videos/cuts_train/fall03.mp4;walk;(188.23, 30.83);(192.42, 26.94);(184.34, 27.24);(199.01, 29.63);(179.85, 29.63);(210.39, 55.39);(172.37, 56.89);(221.46, 82.96);(165.78, 85.35);(227.75, 108.42);(161.89, 110.82);(203.5, 117.41);(178.06, 117.41);(201.7, 158.15);(179.85, 158.45);(197.21, 191.1);(180.45, 204.28)
2.37;videos/cuts_train/fall03.mp4;walk;(188.14, 30.7);(192.03, 26.5);(183.94, 27.1);(198.63, 29.2);(179.14, 29.5);(209.73, 55.3);(171.94, 56.8);(220.83, 82.3);(165.04, 85.0);(227.13, 108.1);(161.14, 111.1);(204.03, 117.7);(178.54, 117.7);(201.93, 158.8);(180.04, 158.5);(196.53, 191.8);(180.04, 205.6)
2.4;videos/cuts_train/fall03.mp4;walk;(186.82, 30.02);(191.0, 26.12);(183.23, 26.42);(197.88, 29.12);(178.45, 29.42);(209.24, 55.21);(171.27, 56.41);(220.3, 82.49);(164.7, 84.89);(226.88, 110.38);(160.21, 111.58);(203.56, 118.17);(178.45, 118.47);(202.07, 159.25);(180.24, 159.25);(196.69, 191.93);(181.14, 204.52)
2.43;videos/cuts_train/fall03.mp4;walk;(186.78, 29.93);(190.67, 25.43);(183.2, 25.73);(197.25, 27.83);(178.11, 28.73);(209.22, 54.21);(169.74, 56.91);(219.38, 83.58);(163.75, 84.78);(225.96, 110.56);(159.27, 112.06);(203.53, 118.36);(178.11, 118.96);(202.04, 159.72);(180.2, 160.62);(196.35, 190.9);(181.7, 206.49)
2.47;videos/cuts_train/fall03.mp4;walk;(185.67, 28.99);(189.86, 25.1);(181.77, 25.1);(196.45, 28.09);(176.38, 28.69);(208.13, 54.76);(169.49, 56.26);(218.92, 83.52);(162.6, 85.32);(225.21, 111.09);(157.8, 113.49);(203.64, 118.88);(177.88, 119.18);(201.84, 160.53);(180.57, 161.73);(196.75, 191.39);(182.07, 207.57)
2.5;videos/cuts_train/fall03.mp4;walk;(184.8, 26.66);(188.99, 23.06);(180.9, 23.36);(194.69, 26.36);(175.2, 26.96);(206.38, 53.95);(168.31, 56.94);(218.08, 83.63);(161.11, 85.13);(224.07, 110.92);(156.31, 115.12);(203.09, 118.72);(177.3, 118.72);(202.19, 159.2);(179.1, 163.4);(196.79, 190.09);(182.4, 208.98)
2.53;videos/cuts_train/fall03.mp4;walk;(184.17, 27.46);(188.06, 23.27);(179.68, 23.87);(194.05, 24.77);(173.99, 25.96);(206.03, 52.35);(166.8, 55.35);(217.11, 83.24);(159.92, 85.04);(222.8, 110.23);(155.42, 114.43);(202.44, 118.02);(175.79, 118.02);(201.54, 160.0);(178.18, 163.6);(196.75, 188.49);(182.37, 210.08)
2.57;videos/cuts_train/fall03.mp4;walk;(183.5, 26.33);(187.69, 21.53);(179.01, 21.83);(193.68, 23.93);(173.02, 24.83);(205.36, 51.53);(165.83, 54.83);(215.85, 82.42);(158.64, 83.92);(221.54, 110.32);(154.15, 114.22);(201.47, 118.42);(176.31, 118.72);(201.17, 159.22);(177.51, 162.82);(197.87, 188.92);(182.6, 209.91)
2.6;videos/cuts_train/fall03.mp4;walk;(182.61, 23.76);(186.21, 19.56);(177.51, 20.46);(191.92, 22.86);(171.81, 25.26);(204.82, 50.45);(164.61, 54.05);(215.92, 82.24);(157.11, 85.24);(221.32, 109.83);(152.61, 113.43);(201.52, 117.33);(174.51, 117.93);(201.52, 160.22);(176.91, 163.82);(197.62, 187.81);(182.01, 210.61)
2.63;videos/cuts_train/fall03.mp4;walk;(181.18, 22.4);(185.37, 18.5);(176.69, 19.1);(191.36, 21.5);(170.71, 22.7);(204.52, 49.7);(163.23, 53.3);(214.99, 81.79);(155.15, 84.49);(220.68, 109.69);(150.96, 113.89);(200.33, 117.18);(173.7, 117.48);(202.73, 160.68);(175.5, 163.38);(197.34, 188.87);(182.38, 209.27)
2.67;videos/cuts_train/fall03.mp4;walk;(180.37, 21.63);(184.57, 17.43);(175.87, 18.03);(190.56, 20.73);(169.88, 21.63);(203.75, 49.21);(161.48, 53.11);(213.94, 81.29);(152.79, 84.59);(219.94, 109.47);(149.79, 114.87);(200.45, 117.57);(172.87, 118.17);(203.45, 161.34);(175.57, 165.24);(198.35, 188.62);(182.77, 209.91)
2.7;videos/cuts_train/fall03.mp4;walk;(179.4, 21.43);(183.3, 16.93);(174.61, 17.83);(189.3, 19.03);(168.61, 21.43);(202.79, 49.01);(160.81, 52.9);(213.88, 81.68);(151.52, 82.88);(219.58, 109.86);(148.22, 114.65);(200.09, 117.65);(173.11, 118.55);(205.19, 162.61);(174.91, 165.91);(197.99, 186.29);(182.7, 209.38)
2.73;videos/cuts_train/fall03.mp4;walk;(179.12, 20.96);(182.72, 14.97);(174.02, 17.07);(188.71, 18.27);(167.72, 21.56);(202.51, 48.53);(160.53, 51.53);(213.9, 82.1);(151.23, 82.7);(219.9, 111.17);(147.03, 112.67);(200.41, 118.36);(172.52, 118.96);(206.41, 160.02);(174.62, 164.82);(198.91, 186.39);(182.72, 209.17)
2.77;videos/cuts_train/fall03.mp4;walk;(178.32, 19.94);(181.91, 15.14);(173.22, 16.04);(188.21, 17.24);(166.63, 20.24);(202.59, 47.82);(160.33, 49.92);(213.08, 81.39);(149.84, 81.69);(219.08, 110.47);(144.75, 113.77);(199.9, 117.67);(172.62, 118.57);(206.19, 159.94);(174.72, 165.64);(199.3, 188.42);(182.51, 209.41)
2.8;videos/cuts_train/fall03.mp4;walk;(178.48, 19.64);(181.78, 13.34);(173.08, 15.74);(188.08, 16.64);(166.78, 19.94);(202.17, 46.32);(159.58, 49.62);(212.97, 80.51);(148.48, 81.4);(219.27, 110.49);(143.39, 114.09);(199.77, 117.38);(171.88, 118.88);(206.67, 159.96);(174.88, 166.26);(198.87, 192.94);(182.68, 209.73)
2.83;videos/cuts_train/fall03.mp4;walk;(178.64, 17.54);(181.93, 12.74);(172.66, 13.64);(188.21, 15.74);(166.07, 17.84);(201.98, 45.71);(158.89, 49.01);(212.45, 78.98);(148.12, 79.28);(218.73, 110.76);(142.14, 112.26);(199.58, 116.45);(172.36, 119.15);(206.46, 161.42);(175.35, 167.41);(198.39, 195.59);(182.23, 209.68)
2.87;videos/cuts_train/fall03.mp4;walk;(178.63, 16.93);(182.23, 12.44);(173.23, 13.03);(188.23, 15.43);(166.33, 17.53);(202.33, 45.4);(158.54, 46.89);(212.53, 78.66);(147.14, 78.96);(219.13, 110.42);(140.84, 112.22);(199.63, 116.11);(172.03, 118.81);(206.53, 161.66);(175.63, 167.35);(199.63, 202.11);(182.83, 209.9)
2.9;videos/cuts_train/fall03.mp4;walk;(179.35, 16.04);(182.95, 12.74);(173.96, 13.04);(188.33, 13.94);(166.18, 16.04);(201.81, 44.52);(158.09, 47.22);(211.99, 77.8);(145.82, 79.6);(218.57, 108.68);(139.53, 112.28);(200.01, 116.18);(172.77, 119.17);(206.6, 161.45);(176.06, 168.04);(201.51, 207.92);(182.65, 209.42)
2.93;videos/cuts_train/fall03.mp4;walk;(180.05, 15.12);(183.35, 11.52);(174.66, 12.12);(188.74, 13.62);(166.26, 15.12);(201.92, 44.2);(157.87, 46.89);(212.41, 78.67);(145.59, 79.27);(219.0, 108.94);(139.0, 112.24);(200.73, 116.44);(173.16, 119.43);(206.72, 163.8);(176.15, 168.59);(203.72, 212.96);(182.75, 210.56)
2.97;videos/cuts_train/fall03.mp4;walk;(180.74, 14.32);(184.33, 10.73);(175.35, 11.03);(190.32, 13.12);(166.96, 14.62);(202.59, 44.59);(158.28, 46.08);(213.07, 79.34);(144.81, 79.04);(219.96, 110.8);(138.82, 112.0);(200.8, 117.1);(172.35, 118.3);(207.68, 166.84);(175.65, 169.83);(205.29, 216.87);(182.23, 211.78)
3.0;videos/cuts_train/fall03.mp4;walk;(181.79, 13.64);(185.39, 9.74);(176.4, 10.04);(190.79, 12.14);(167.7, 15.14);(203.68, 44.83);(159.3, 45.13);(213.28, 79.01);(144.91, 78.41);(220.18, 111.69);(138.91, 111.99);(200.69, 116.49);(173.1, 119.19);(207.28, 168.06);(176.4, 169.86);(206.98, 219.33);(181.79, 211.54)
3.03;videos/cuts_train/fall03.mp4;walk;(183.13, 13.04);(186.73, 9.44);(176.84, 9.74);(192.12, 12.14);(168.45, 13.64);(204.11, 44.82);(159.46, 45.41);(213.7, 79.29);(145.37, 78.99);(220.59, 112.86);(139.08, 112.56);(201.71, 116.46);(172.94, 117.36);(207.1, 168.02);(176.54, 170.42);(208.9, 221.38);(181.63, 212.39)
3.07;videos/cuts_train/fall03.mp4;walk;(184.49, 12.44);(188.69, 9.44);(178.78, 9.44);(193.49, 12.14);(169.48, 13.34);(205.79, 43.31);(160.18, 45.41);(213.89, 79.28);(146.08, 79.28);(220.79, 112.55);(139.48, 113.15);(202.19, 117.64);(173.38, 118.24);(206.39, 168.0);(176.68, 170.1);(210.89, 222.85);(181.79, 211.46)
3.1;videos/cuts_train/fall03.mp4;walk;(185.97, 12.14);(189.57, 9.14);(180.58, 9.14);(194.36, 11.84);(170.7, 13.04);(206.64, 43.32);(160.81, 45.12);(215.03, 79.0);(146.74, 79.0);(221.02, 112.58);(139.85, 112.88);(203.35, 116.78);(173.99, 116.78);(206.64, 170.15);(176.99, 170.15);(211.73, 223.52);(181.48, 212.13)
3.13;videos/cuts_train/fall03.mp4;walk;(188.07, 11.84);(191.67, 9.14);(181.78, 9.14);(195.57, 10.94);(171.58, 12.44);(207.86, 43.01);(161.68, 44.81);(215.96, 79.28);(148.19, 79.28);(222.26, 113.45);(141.59, 113.15);(204.57, 117.65);(174.88, 117.65);(206.67, 171.3);(177.28, 171.3);(211.76, 223.76);(181.48, 212.37)
3.17;videos/cuts_train/fall03.mp4;walk;(189.6, 11.55);(193.19, 8.85);(183.91, 9.15);(197.69, 10.35);(173.72, 12.44);(209.97, 43.33);(163.23, 43.93);(218.06, 79.32);(149.75, 79.02);(223.75, 112.9);(142.56, 112.9);(206.38, 117.4);(176.71, 118.0);(206.98, 170.78);(178.81, 171.08);(211.77, 222.36);(181.21, 212.16)
3.2;videos/cuts_train/fall03.mp4;walk;(191.49, 10.55);(194.78, 1.86);(185.19, 1.86);(198.68, 10.55);(174.7, 11.15);(211.57, 43.52);(164.5, 43.22);(218.77, 79.79);(150.71, 80.09);(225.36, 113.66);(145.02, 113.96);(207.97, 119.65);(177.7, 119.65);(209.47, 174.5);(179.49, 173.0);(212.47, 227.26);(180.99, 211.67)
3.23;videos/cuts_train/fall03.mp4;walk;(193.63, 9.44);(196.93, 0.75);(187.63, 0.75);(201.43, 9.74);(177.13, 9.74);(214.32, 42.1);(166.34, 42.4);(221.82, 80.16);(152.84, 78.36);(229.31, 114.32);(147.74, 114.32);(211.02, 118.52);(179.23, 118.22);(210.42, 173.35);(181.03, 173.05);(212.52, 227.29);(180.73, 211.71)
3.27;videos/cuts_train/fall03.mp4;walk;(195.63, 9.15);(199.23, 0.75);(189.04, 0.75);(203.73, 9.15);(178.54, 9.45);(215.73, 39.14);(167.14, 41.24);(223.23, 77.83);(154.84, 79.33);(230.73, 112.62);(150.34, 115.02);(212.43, 119.21);(180.64, 118.91);(212.73, 174.1);(181.84, 174.1);(212.43, 227.78);(178.84, 211.89)
3.3;videos/cuts_train/fall03.mp4;walk;(197.68, 0.75);(201.87, 0.75);(192.59, 0.75);(205.76, 9.14);(181.23, 9.14);(218.62, 38.82);(168.96, 38.52);(224.9, 76.6);(157.3, 76.9);(232.08, 112.27);(153.11, 114.37);(213.83, 114.67);(182.42, 114.97);(214.43, 173.13);(182.72, 174.03);(212.64, 228.0);(178.24, 211.81)
3.33;videos/cuts_train/fall03.mp4;walk;(201.22, 0.75);(204.22, 0.75);(194.92, 0.75);(207.52, 9.15);(182.92, 0.75);(219.52, 38.24);(169.42, 37.94);(227.32, 76.64);(159.22, 76.34);(234.22, 113.83);(156.22, 113.53);(215.92, 113.53);(182.92, 114.73);(215.92, 174.42);(183.22, 176.82);(212.62, 228.41);(178.12, 212.51)
3.37;videos/cuts_train/fall03.mp4;walk;(204.28, 0.75);(207.28, 0.75);(198.29, 0.75);(210.58, 0.75);(185.09, 0.75);(220.77, 37.64);(171.3, 37.64);(229.47, 76.03);(160.8, 76.03);(237.57, 113.21);(160.2, 115.61);(217.48, 112.01);(184.79, 114.71);(215.98, 173.79);(182.99, 174.69);(212.68, 228.08);(178.19, 213.08)
3.4;videos/cuts_train/fall03.mp4;walk;(207.02, 0.75);(210.92, 0.75);(201.62, 0.75);(214.82, 0.75);(187.81, 0.75);(223.52, 37.02);(172.81, 37.32);(231.92, 75.39);(161.11, 75.39);(240.02, 108.06);(164.11, 114.95);(217.52, 114.65);(185.71, 115.55);(215.72, 174.3);(184.81, 175.2);(212.42, 227.66);(179.71, 212.07)
3.43;videos/cuts_train/fall03.mp4;walk;(208.36, 0.75);(211.65, 0.75);(202.98, 0.75);(214.95, 0.75);(189.51, 0.75);(225.42, 35.84);(173.95, 34.94);(233.5, 75.12);(163.78, 75.72);(242.18, 109.91);(165.87, 115.01);(220.03, 112.01);(188.61, 114.41);(216.44, 174.39);(188.01, 177.39);(212.25, 228.37);(182.33, 216.37)
3.47;videos/cuts_train/fall03.mp4;walk;(212.12, 0.75);(213.92, 0.75);(206.42, 0.75);(216.62, 0.75);(191.13, 0.75);(226.81, 35.51);(175.84, 34.61);(236.71, 75.97);(164.44, 75.37);(249.0, 108.33);(168.94, 114.32);(221.71, 113.73);(189.93, 115.22);(217.51, 174.26);(191.43, 177.56);(213.02, 227.9);(184.53, 218.91)
3.5;videos/cuts_train/fall03.mp4;walk;(212.33, 0.75);(215.93, 0.75);(207.53, 0.75);(218.03, 0.75);(193.72, 0.75);(227.93, 34.32);(176.62, 34.02);(237.23, 72.39);(165.22, 74.19);(250.13, 109.26);(170.92, 117.65);(222.83, 113.45);(192.52, 115.25);(217.73, 175.5);(195.52, 177.6);(212.93, 235.75);(185.92, 224.06)
3.53;videos/cuts_train/fall03.mp4;walk;(214.8, 0.75);(217.79, 0.75);(208.81, 0.75);(220.19, 0.75);(195.64, 0.75);(228.27, 33.73);(177.67, 33.43);(238.45, 74.51);(166.29, 74.21);(254.32, 108.4);(171.98, 119.49);(224.08, 112.59);(194.14, 117.39);(217.79, 176.16);(196.53, 179.76);(214.2, 234.33);(190.25, 225.04)
3.57;videos/cuts_train/fall03.mp4;walk;(216.31, 0.75);(219.6, 0.75);(211.22, 0.75);(222.29, 0.75);(198.04, 0.75);(230.08, 33.41);(179.47, 32.21);(239.96, 73.87);(166.3, 73.87);(255.83, 106.83);(173.49, 117.92);(225.89, 113.12);(195.94, 117.32);(218.1, 177.55);(199.84, 179.65);(213.91, 232.09);(192.65, 232.09)
3.6;videos/cuts_train/fall03.mp4;walk;(219.89, 2.97);(221.98, 2.97);(215.39, 2.97);(223.48, 2.97);(200.11, 2.97);(230.97, 32.35);(180.03, 31.15);(241.46, 72.83);(166.85, 72.83);(257.64, 106.41);(174.04, 119.6);(227.08, 112.7);(197.11, 115.7);(219.29, 178.96);(202.81, 182.86);(214.19, 227.83);(196.51, 236.52)
3.63;videos/cuts_train/fall03.mp4;walk;(222.01, 0.98);(224.11, 0.98);(218.12, 0.98);(226.21, 0.98);(201.64, 0.98);(231.9, 33.05);(181.26, 30.06);(240.89, 72.03);(166.88, 71.73);(258.86, 105.61);(173.47, 118.8);(228.3, 111.01);(198.94, 114.6);(220.51, 177.86);(206.13, 181.16);(213.92, 227.03);(201.04, 236.33)
3.67;videos/cuts_train/fall03.mp4;walk;(222.63, 0.99);(225.02, 0.99);(217.24, 0.99);(226.82, 0.99);(202.56, 0.99);(233.11, 33.09);(183.1, 29.19);(240.0, 72.08);(167.83, 71.78);(260.66, 105.07);(173.81, 119.47);(229.22, 110.77);(200.17, 114.97);(222.33, 177.66);(208.85, 180.65);(213.35, 224.45);(206.76, 235.54)
3.7;videos/cuts_train/fall03.mp4;walk;(225.38, 0.75);(226.28, 0.75);(221.19, 0.75);(227.47, 0.75);(202.92, 0.75);(231.37, 30.13);(184.05, 28.63);(240.05, 72.11);(169.08, 72.11);(260.12, 103.29);(175.37, 120.68);(229.27, 111.68);(201.12, 114.98);(222.98, 177.64);(211.0, 181.84);(214.3, 225.01);(210.7, 237.01)
3.73;videos/cuts_train/fall03.mp4;walk;(226.51, 1.48);(226.81, 1.48);(222.32, 1.48);(228.61, 1.48);(204.64, 1.48);(232.21, 29.96);(184.87, 26.66);(240.59, 72.53);(169.59, 72.53);(259.77, 103.11);(176.18, 122.89);(229.81, 113.9);(202.84, 118.69);(224.72, 178.65);(213.03, 181.65);(214.53, 225.41);(212.73, 236.81)
